"team","year","player_name","player_slug","high_school","hometown","status","distance_miles"
"West Virginia",2022,"Emmitt Matthews Jr.","emmitt-matthews-jr-41853","Wilson","Tacoma, WA","Committed",2166.91970369
"West Virginia",2022,"Jose Perez","jose-perez-66420","Wings Academy","Bronx, NY","Committed",331.784698277401
"Arizona",2023,"KJ Lewis","kj-lewis-75445","Chapin","El Paso, TX","Enrolled",263.522121318709
"Arizona",2023,"Jaden Bradley","jaden-bradley-52576","IMG Academy","Rochester, NY","Committed",1956.38709397401
"Arizona State",2023,"Malachi Davis","malachi-davis-237376","Central Technical School","Toronto, ON","Enrolled",1880.54566050848
"Arizona State",2023,"Adam Miller","adam-miller-1263","Morgan Park","Chicago, IL","Enrolled",1445.37250142432
"Arizona State",2023,"Kamari Lands","kamari-lands-70944","Hillcrest Prep","Indianapolis, IN","Enrolled",1489.21937564881
"Arizona State",2023,"Shawn Phillips Jr.","shawn-phillips-jr-106944","Dream City Christian","Dayton, OH","Enrolled",1592.51025521829
"Arizona State",2023,"Jose Perez","jose-perez-66420","Wings Academy","Bronx, NY","Withdrawn",2140.49635561928
"Baylor",2023,"Yves Missi","yves-missi-150950","Prolific Prep","Yaoundé","Enrolled",7162.99913477645
"Baylor",2023,"Jayden Nunn","jayden-nunn-58682","Dream City Christian","Flint, MI","Enrolled",1079.93337984213
"Cincinnati",2023,"Jizzle James","jizzle-james-147237","Olympia","Orlando, FL","Enrolled",753.700134081882
"Cincinnati",2023,"Rayvon Griffith","rayvon-griffith-99102","Compass Prep","Cincinnati, OH","Enrolled",2.07216342253474
"Colorado",2023,"Assane Diop","assane-diop-7967","Accelerated Schools Aka Family Services Found","Denver, CO","Enrolled",23.8301670644328
"Colorado",2023,"Courtney Anderson","courtney-anderson-26736","Dublin","Los Angeles, CA","Enrolled",824.465483411964
"Colorado",2023,"Bangot Dak","bangot-dak-235853","Lincoln Southeast","Lincoln, NE","Enrolled",453.729319793067
"Houston",2023,"Joseph Tugler","joseph-tugler-155442","Cy Falls","Houston, TX","Enrolled",3.41307145619784
"Houston",2023,"Jacob McFarland","jacob-mcfarland-157325","Rancho Verde","Moreno Valley, CA","Enrolled",1314.89385154095
"Houston",2023,"Kordel Jefferson","kordel-jefferson-150471","Martin","Arlington, TX","Enrolled",233.220941898895
"Iowa State",2023,"JT Rock","jt-rock-158749","Lincoln","Sioux Falls, SD","Enrolled",187.158995911927
"Iowa State",2023,"Kayden Fish","kayden-fish-157865","Staley","Kansas City, MO","Enrolled",208.108022643567
"Iowa State",2023,"Keshon Gilbert","keshon-gilbert-73816","Durango","Las Vegas, NV","Enrolled",1217.21682214012
"Iowa State",2023,"Curtis Jones","curtis-jones-174045","Cretin-Derham Hall","Minneapolis, MN","Enrolled",204.811056554625
"Kansas",2023,"Parker Braun","parker-braun-94994","Blue Valley Northwest","Overland Park, KS","Enrolled",31.4738569971424
"Kansas",2023,"Arterio Morris","arterio-morris-7681","Kimball","Dallas, TX","Committed",435.498051477169
"Kansas State",2023,"Dai Dai Ames","dai-dai-ames-30867","Kenwood Academy","Chicago, IL","Enrolled",504.818783064578
"Kansas State",2023,"Ques Glover","ques-glover-97317","Bearden","Knoxville, TN","Committed",726.950700119903
"Kansas State",2023,"Will McNair Jr.","will-mcnair-jr-121309","Martin Luther King","Philadelphia, PA","Committed",1138.67869822657
"Oklahoma State",2023,"Brandon Garrison","brandon-garrison-12509","Del City","Oklahoma City, OK","Enrolled",52.0721152267472
"Oklahoma State",2023,"Justin McBride","justin-mcbride-69557","Plano","Dallas, TX","Enrolled",232.042084480029
"Oklahoma State",2023,"Jamyron Keller","jamyron-keller-56354","Ellison","Killeen, TX","Enrolled",348.226787328683
"Oklahoma State",2023,"Connor Dow","connor-dow-158457","Broken Arrow","Broken Arrow, OK","Enrolled",71.4528583823352
"Oklahoma State",2023,"Mike Marsh","mike-marsh-178557","Gray Collegiate","Columbia, SC","Enrolled",917.487114317387
"Oklahoma State",2023,"Javon Small","javon-small-58174","Compass Prep","Chandler, AZ","Enrolled",860.388651492666
"Oklahoma State",2023,"Jarius Hicklen","jarius-hicklen-180113","DeSoto","Dallas, TX","Committed",232.042084480029
"TCU",2023,"Jace Posey","jace-posey-150095","Strake Jesuit College Prep","Houston, TX","Enrolled",235.383093497923
"TCU",2023,"Ernest Udeh Jr.","ernest-udeh-jr-42750","Dr. Phillips","Orlando, FL","Enrolled",991.991046273225
"TCU",2023,"Essam Mostafa","essam-mostafa-42836","Long Island Lutheran","Glen Head, NY","Enrolled",1422.95967306876
"TCU",2023,"Trey Tennyson","trey-tennyson-178878","Mansfield Legacy","Arlington, TX","Enrolled",14.9922894224591
"Texas Tech",2023,"Drew Steffe","drew-steffe-39188","Memorial","Frisco, TX","Enrolled",293.224581034335
"Texas Tech",2023,"Joe Toussaint","joe-toussaint-62515","Cardinal Hayes","Bronx, NY","Enrolled",1612.8986989168
"Texas Tech",2023,"Devan Cambridge","devan-cambridge-35756","Hillcrest Prep","Phoenix, AZ","Enrolled",587.170246982893
"Texas Tech",2023,"Chance McMillian","chance-mcmillian-19798","Golden State Prep","Napa, CA","Enrolled",1184.32857845261
"Texas Tech",2023,"Darrion Williams","darrion-williams-151043","Bishop Gorman","Las Vegas, NV","Enrolled",771.86071245157
"UCF",2023,"Comeh Emuobor","comeh-emuobor-147246","Ravenscroft School","Raleigh, NC","Enrolled",517.934886770176
"UCF",2023,"Jaylin Sellers","jaylin-sellers-59043","Carver","Montgomery, AL","Enrolled",398.521010570496
"Utah",2023,"Hunter Erickson","hunter-erickson-48438","Timpview","Provo, UT","Enrolled",38.0027050714145
"West Virginia",2023,"Jeremiah Bembry","jeremiah-bembry-60039","Pillow Academy","Jersey City, NJ","Committed",319.250669193559
"West Virginia",2023,"Omar Silverio","omar-silverio-94417","St. Raymond For Boys","Bronx, NY","Committed",331.784698277401
"Arizona",2024,"Carter Bryant","carter-bryant-150941","Centennial","Riverside, CA","Enrolled",391.498907775463
"Arizona",2024,"Tobe Awaka","tobe-awaka-155290","Cardinal Hayes","Bronx, NY","Enrolled",2125.50229363699
"Arizona State",2024,"Jayden Quaintance","jayden-quaintance-159196","Word Of God Christian Academy","Cleveland, OH","Enrolled",1738.98510646809
"Arizona State",2024,"Amier Ali","amier-ali-4274","Canyon International Academy","Columbus, OH","Enrolled",1657.00342761749
"Arizona State",2024,"Austin Nunez","austin-nunez-8598","Wagner","San Antonio, TX","Enrolled",838.097718215789
"Arizona State",2024,"Brandon Gardner","brandon-gardner-12503","Christ The King Regional","Raleigh, NC","Enrolled",1891.20977978823
"Arizona State",2024,"Alston Mason","alston-mason-4024","Blue Valley Northwest","Overland Park, KS","Enrolled",1033.8533323448
"Arizona State",2024,"BJ Freeman","bj-freeman-10606","Moravian Prep","Hickory, NC","Enrolled",1740.50156620014
"Arizona State",2024,"Basheer Jihad","basheer-jihad-174061","North Farmington","Detroit, MI","Enrolled",1680.99540306399
"Baylor",2024,"Rob Wright","rob-wright-155766","Montverde Academy","Philadelphia, PA","Enrolled",1355.90394508356
"Baylor",2024,"Jason Asemota","jason-asemota-150952","Hillcrest Prep","Lynn, MA","Enrolled",1619.72054410899
"Baylor",2024,"Jalen Celestine","jalen-celestine-54197","Long Island Lutheran","Glen Head, NY","Enrolled",1452.25338858708
"Baylor",2024,"Davidson Hubbard","davidson-hubbard-246204","Ardrey Kell","Charlotte, NC","Enrolled",971.148253401441
"BYU",2024,"Kanon Catchings","kanon-catchings-159040","Brownsburg","Indianapolis, IN","Enrolled",1344.79206029727
"BYU",2024,"Elijah Crawford","elijah-crawford-152479","Brewster Academy","Augusta, GA","Enrolled",1697.09407557194
"BYU",2024,"Brody Kozlowski","brody-kozlowski-152471","Corner Canyon","Salt Lake City, UT","Enrolled",37.3389101861149
"Cincinnati",2024,"Tyler McKinley","tyler-mckinley-150973","Winton Woods","Cincinnati, OH","Enrolled",2.07216342253474
"Colorado",2024,"Felix Kossaras","felix-kossaras-177390","Fort Erie International Academy","Montreal, QC","Enrolled",1640.8590029307
"Houston",2024,"Mercy Miller","mercy-miller-150072","Notre Dame","Minneapolis, MN","Enrolled",1060.46621840735
"Houston",2024,"Chase McCarty","chase-mccarty-159392","IMG Academy","Huntsville, AL","Enrolled",617.523516348732
"Houston",2024,"Milos Uzan","milos-uzan-89787","Dream City Christian","Napa, CA","Enrolled",1645.82510881284
"Iowa State",2024,"Nate Heise","nate-heise-227242","Lincoln Secondary","Lake City, MN","Enrolled",181.172873535155
"Iowa State",2024,"Joshua Jefferson","joshua-jefferson-145075","Liberty","Henderson, NV","Enrolled",1213.56789523907
"Kansas",2024,"Flory Bidunga","flory-bidunga-153411","Kokomo","Kinshasa","Enrolled",7507.67129650178
"Kansas",2024,"Bryson Tiller","bryson-tiller-150307","Overtime Elite","Atlanta, GA","Enrolled",702.889344226332
"Kansas",2024,"Rylan Griffen","rylan-griffen-103977","Richardson","Richardson, TX","Enrolled",423.082181975573
"Kansas",2024,"AJ Storr","aj-storr-2235","Bishop Gorman","Rockford, IL","Enrolled",396.023330412524
"Kansas",2024,"Shakeel Moore","shakeel-moore-106232","Moravian Prep","Greensboro, NC","Enrolled",869.40375807169
"Kansas State",2024,"Brendan Hausen","brendan-hausen-13722","Amarillo","Amarillo, TX","Enrolled",398.228377818985
"Oklahoma State",2024,"Arturo Dean","arturo-dean-7760","Putnam Science Academy","Miami, FL","Enrolled",1227.00106225506
"Oklahoma State",2024,"Khalil Brantley","khalil-brantley-74862","Boys & Girls","Brooklyn, NY","Enrolled",1286.31310557612
"Oklahoma State",2024,"Abou Ousmane","abou-ousmane-979","Scotland Campus","Brooklyn, NY","Enrolled",1286.31310557612
"TCU",2024,"Micah Robinson","micah-robinson-150942","Oak Hill Academy","Frisco, TX","Enrolled",43.7065548046361
"TCU",2024,"Ashton Simmons","ashton-simmons-7926","West Brook","Beaumont, TX","Enrolled",264.301240927792
"TCU",2024,"Frankie Collins","frankie-collins-44118","Coronado","Henderson, NV","Enrolled",1029.15770566524
"TCU",2024,"Noah Reynolds","noah-reynolds-146130","Notre Dame For Boys","Peoria, IL","Enrolled",699.251048447173
"Texas Tech",2024,"Christian Anderson","christian-anderson-150061","Lovett","Atlanta, GA","Enrolled",1004.64323218003
"Texas Tech",2024,"Leon Horner","leon-horner-236027","Memorial","Frisco, TX","Enrolled",293.224581034335
"Texas Tech",2024,"JT Toppin","jt-toppin-155447","Waxahachie Faith Family Academy","Dallas, TX","Enrolled",299.070820092056
"Texas Tech",2024,"Kevin Overton","kevin-overton-176075","Sunrise Christian Academy","Wichita, KS","Enrolled",381.445395235393
"Texas Tech",2024,"Elijah Hawkins","elijah-hawkins-179456","DeMatha Catholic","Washington, DC","Enrolled",1427.30152670708
"UCF",2024,"JJ Taylor","jj-taylor-50428","San Ysidro","Chicago, IL","Enrolled",985.654968945336
"UCF",2024,"Keyshawn Hall","keyshawn-hall-150056","The Skill Factory","Cleveland, OH","Enrolled",891.513885108522
"Utah",2024,"Ibrahima Traore","ibrahima-traore-238311","West Oaks Academy","Orlando, FL","Enrolled",1913.29119660381
"Utah",2024,"Joul Karram","joul-karram-246471","Israel","Salt Lake City, UT","Enrolled",2.5814044961542
"Utah",2024,"Keanu Dawes","keanu-dawes-150253","Stratford","Houston, TX","Enrolled",1197.12729038263
"Utah",2024,"Mason Madsen","mason-madsen-84805","Mayo Senior","Rochester, MN","Enrolled",1011.27088352046
"West Virginia",2024,"Jonathan Powell","jonathan-powell-154590","Centerville","Dayton, OH","Enrolled",225.437104873614
"West Virginia",2024,"Abraham Oyeadier","abraham-oyeadier-245402","Balboa City School","San Diego, CA","Enrolled",2113.39246382097
"West Virginia",2024,"Sencire Harris","sencire-harris-105898","St. Vincent-St. Mary","Akron, OH","Enrolled",129.492979869464
"West Virginia",2024,"Eduardo Andre","eduardo-andre-40661","Compass Prep","Chandler, AZ","Enrolled",1814.54815897651
"West Virginia",2024,"Javon Small","javon-small-58174","Compass Prep","Chandler, AZ","Enrolled",1814.54815897651
"Arizona",2025,"Brayden Burries","brayden-burries-158332","Roosevelt","Riverside, CA","Enrolled",391.498907775463
"Arizona",2025,"Bryce James","bryce-james-157726","Sierra Canyon","Cleveland, OH","Enrolled",1728.91588704722
"Arizona",2025,"Mabil Mawut","mabil-mawut-280993","Our Savior Lutheran","Bronx, NY","Enrolled",2125.50229363699
"Arizona",2025,"Evan Nelson","evan-nelson-43354","Salpointe Catholic","Tucson, AZ","Enrolled",1.33700005294024
"Arizona State",2025,"Vijay Wallace","vijay-wallace-260694","Dyett","Chicago, IL","Enrolled",1445.37250142432
"Arizona State",2025,"Marcus Jackson","marcus-jackson-238168","Word Of God Christian Academy","Baltimore, MD","Committed",1993.30700899257
"Arizona State",2025,"Bryce Ford","bryce-ford-250234","Pinnacle Charter","Scottsdale, AZ","Enrolled",4.8242867598316
"Arizona State",2025,"Allen Mukeba","allen-mukeba-225148","Napa Christian Campus Of Education","Napa, CA","Enrolled",670.023169141278
"Arizona State",2025,"Anthony Johnson","anthony-johnson-259648","Midfield","Birmingham, AL","Enrolled",1444.52108614531
"Baylor",2025,"Tounde Yessoufou","tounde-yessoufou-158532","St. Joseph","Santa Maria, CA","Enrolled",1364.77125978898
"Baylor",2025,"Maikcol Perez","maikcol-perez-244877","Orange1 Bassano","Rome, Rome","Enrolled",5676.09396564144
"Baylor",2025,"Andre Iguodala II","andre-iguodala-ii-241650","Link Academy","Branson, MO","Enrolled",416.554475358969
"Baylor",2025,"Dan Skillings Jr.","dan-skillings-jr-147160","Roman Catholic","Philadelphia, PA","Enrolled",1355.90394508356
"Baylor",2025,"Juslin Bodo Bodo","juslin-bodo-bodo-156015","SoCal Academy","Castaic, CA","Enrolled",1260.43171457511
"Baylor",2025,"Caden Powell","caden-powell-16749","Midway","Waco, TX","Enrolled",1.93721483479174
"Baylor",2025,"Isaac Williams","isaac-williams-178117","Oak Cliff Faith Family Academy","Dallas, TX","Enrolled",86.7777224551407
"Baylor",2025,"Obi Agbim","obi-agbim-250091","Rangeview","Aurora, CO","Enrolled",711.624013525
"Baylor",2025,"JJ White","jj-white-225754","Norman North","Norman, OK","Enrolled",254.419863789805
"BYU",2025,"Xavion Staton","xavion-staton-236577","Utah Prep","Las Vegas, NV","Enrolled",339.333956489789
"BYU",2025,"Rob Wright","rob-wright-155766","Montverde Academy","Philadelphia, PA","Enrolled",1914.48973331521
"BYU",2025,"Tyler Mrus","tyler-mrus-281509","Seattle Prep School","Seattle, WA","Enrolled",734.156577168784
"Cincinnati",2025,"Shon Abaev","shon-abaev-178193","Calvary Christian Academy","Fort Lauderdale, FL","Enrolled",933.94413926025
"Cincinnati",2025,"Sencire Harris","sencire-harris-105898","St. Vincent-St. Mary","Akron, OH","Enrolled",207.786644800916
"Cincinnati",2025,"Jalen Haynes","jalen-haynes-54322","Montverde Academy","Fort Lauderdale, FL","Enrolled",933.94413926025
"Cincinnati",2025,"Jalen Celestine","jalen-celestine-54197","Long Island Lutheran","Glen Head, NY","Enrolled",587.931303672861
"Colorado",2025,"Josiah Sanders","josiah-sanders-243563","Colorado Prep","Denver, CO","Enrolled",23.8301670644328
"Colorado",2025,"Barrington Hargess","barrington-hargess-250353","Heritage Christian School","Inglewood, CA","Enrolled",833.112375211355
"Houston",2025,"Chris Cenac","chris-cenac-236267","Link Academy","New Orleans, LA","Enrolled",316.26388682469
"Houston",2025,"Kingston Flemings","kingston-flemings-178202","William J. Brennan","San Antonio, TX","Enrolled",190.532634754079
"Houston",2025,"Bryce Jackson","bryce-jackson-236523","Shadow Creek","Pearland, TX","Enrolled",11.1712881526149
"Iowa State",2025,"Jamarion Batemon","jamarion-batemon-238171","Milwaukee Academy Of Science","Milwaukee, WI","Enrolled",300.411739300901
"Iowa State",2025,"Xzavion Mitchell","xzavion-mitchell-236408","Oshkosh North","Oshkosh, WI","Enrolled",292.353598911258
"Iowa State",2025,"Mason Williams","mason-williams-250245","O'Dea","Seattle, WA","Enrolled",1448.62340241529
"Iowa State",2025,"Dominick Nelson","dominick-nelson-250335","Liberty Heights Athletic Institute","Miami, FL","Enrolled",1359.48839219684
"Kansas",2025,"Darryn Peterson","darryn-peterson-156883","Prolific Prep","Canton, OH","Enrolled",745.935795720266
"Kansas",2025,"Kohl Rosario","kohl-rosario-246110","Moravian Prep","Miami, FL","Enrolled",1262.98844042753
"Kansas",2025,"Samis Calderon","samis-calderon-246287","Overtime Elite","Atlanta, GA","Enrolled",702.889344226332
"Kansas",2025,"Corbin Allen","corbin-allen-240182","Oak Park","Kansas City, MO","Enrolled",37.7302094580244
"Kansas",2025,"Paul Mbiya","paul-mbiya-260334","France","Kinshasa","Enrolled",7507.67129650178
"Kansas",2025,"Nginyu Ngala","nginyu-ngala-261236","Vanier College","Montreal, QC","Enrolled",1193.52918374898
"Kansas",2025,"Flory Bidunga","flory-bidunga-153411","Kokomo","Kinshasa","Withdrawn",7507.67129650178
"Kansas",2025,"Tre White","tre-white-115079","Prolific Prep","Los Angeles, CA","Enrolled",1316.96349259309
"Kansas",2025,"Jayden Dawson","jayden-dawson-147733","Adams Central","Omaha, NE","Enrolled",163.940596014946
"Kansas",2025,"Melvin Council","melvin-council-242223","University Prep Charter School for Young Men","Rochester, NY","Enrolled",961.718521875744
"Kansas State",2025,"Stephen Osei","stephen-osei-175489","Real Salt Lake Academy","Toronto, ON","Enrolled",940.528046853034
"Kansas State",2025,"Exavier Wilson","exavier-wilson-249742","Father Tolton","Kansas City, MO","Enrolled",106.997599911004
"Kansas State",2025,"Marcus Johnson","marcus-johnson-250236","St. Vincent-St. Mary","Akron, OH","Enrolled",804.861961270765
"Kansas State",2025,"Khamari McGriff","khamari-mcgriff-250338","James Rickards","Tallahassee, FL","Enrolled",921.064546454214
"Kansas State",2025,"Abdi Bashir Jr.","abdi-bashir-jr-249499","PHHoenix Prep","Omaha, NE","Enrolled",146.355985265277
"Oklahoma State",2025,"Jaylen Curry","jaylen-curry-58844","Calvary Christian","Charlotte, NC","Enrolled",911.720593427146
"Oklahoma State",2025,"Anthony Roy","anthony-roy-180301","Dublin","Oakland, CA","Enrolled",1391.94136254767
"TCU",2025,"Kayden Edwards","kayden-edwards-150908","Duncanville","Fort Worth, TX","Enrolled",2.71672836605742
"TCU",2025,"Xavier Edmonds","xavier-edmonds-155451","Bishop Montgomery","Torrance, CA","Enrolled",1212.18666200232
"Texas Tech",2025,"Jaylen Petty","jaylen-petty-244866","Rainier Beach","Seattle, WA","Enrolled",1437.5616682241
"Texas Tech",2025,"Marial Akuentok","marial-akuentok-177391","Fort Erie International Academy","Edmonton, AB","Enrolled",1492.2806873177
"Texas Tech",2025,"Tyeree Bryan","tyeree-bryan-178777","Olympia","Orlando, FL","Enrolled",1259.94058169282
"Texas Tech",2025,"LeJuan Watts","lejuan-watts-242426","Bullard","Fresno, CA","Enrolled",1033.14580136162
"UCF",2025,"Riley Kugel","riley-kugel-100521","Dr. Phillips","Orlando, FL","Enrolled",11.7323085726228
"UCF",2025,"Devan Cambridge","devan-cambridge-35756","Hillcrest Prep","Phoenix, AZ","Enrolled",1851.41075156357
"UCF",2025,"Jamichael Stillwell","jamichael-stillwell-250082","Elevation Prep","Atlanta, GA","Enrolled",402.385282593831
"UCF",2025,"Jeremy Foumena","jeremy-foumena-150573","Orangeville Prep","Montreal, QC","Enrolled",1239.67938868131
"UCF",2025,"BJ Freeman","bj-freeman-10606","Moravian Prep","Hickory, NC","Committed",492.471840250321
"UCF",2025,"Arturo Dean","arturo-dean-7760","Putnam Science Academy","Miami, FL","Committed",205.866162616454
"Utah",2025,"Alvin Jackson III","alvin-jackson-iii-246443",NA,"Salt Lake City, UT","Enrolled",2.5814044961542
"Utah",2025,"Elijah Moore","elijah-moore-156626","Our Saviour Lutheran School","Bronx, NY","Enrolled",1970.32264418239
"Utah",2025,"Don McHenry","don-mchenry-250316","Milwaukee Academy Of Science","Milwaukee, WI","Enrolled",1236.60488982537
"Utah",2025,"Terrence Brown","terrence-brown-250371","Columbia Heights Senior","Minneapolis, MN","Enrolled",982.156131275956
"Utah",2025,"Seydou Traore","seydou-traore-242039","Our Savior New American School","New York, NY","Enrolled",1965.11515338405
"Utah",2025,"Jahki Howard","jahki-howard-145569","Overtime Elite","Boston, MA","Signed",2091.05039334946
"West Virginia",2025,"Jayden Forsythe","jayden-forsythe-236361","Westtown School","Brooklyn, NY","Enrolled",324.723118500911
"West Virginia",2025,"Amir Jenkins","amir-jenkins-248939","Worcester Academy","Worcester, MA","Enrolled",462.3091371226
"West Virginia",2025,"MJ Feenane","mj-feenane-260389","Columbus","Miami, FL","Enrolled",958.710085523108
"West Virginia",2025,"Evans Barning","evans-barning-261735","Archbishop Carroll","Washington, DC","Enrolled",163.938368160695
"West Virginia",2025,"Brenen Lorient","brenen-lorient-147568","Calvary Christian Academy","Fort Lauderdale, FL","Enrolled",933.732097009894
"West Virginia",2025,"Morris Ugusuk","morris-ugusuk-179183","Omnia Basketball Academy","Helsinski","Enrolled",4348.77735824046
"West Virginia",2025,"Jasper Floyd","jasper-floyd-250622","Wharton","Tampa, FL","Enrolled",820.098662279123
"West Virginia",2025,"Niyol Hauet","niyol-hauet-260900","Ogden","Ogden, UT","Enrolled",1678.1340728013
"Arizona",2026,"Caleb Holt","caleb-holt-174844","Prolific Prep","Huntsville, AL","Signed",1411.16426262361
"Arizona",2026,"Derek Dixon","derek-dixon-178212","Gonzaga","Washington, DC","Committed",1948.95810338356
"Arizona State",2026,"JRob Croy","jrob-croy-261396","Polytechnic","Riverside, CA","Committed",316.379846206367
"Arizona State",2026,"Emmanuel Innocenti","emmanuel-innocenti-246481","Italy","Rome, Rome","Committed",6152.3183814634
"Baylor",2026,"Elijah Williams","elijah-williams-180967","TMI Episcopal","Scottsdale, AZ","Signed",872.61316456402
"Baylor",2026,"Dylan Mingo","dylan-mingo-179195","Long Island Lutheran","Farmingdale, NY","Committed",1458.95273985945
"Baylor",2026,"Kayden Mingo","kayden-mingo-236402","Long Island Lutheran","Glen Head, NY","Committed",1452.25338858708
"BYU",2026,"Dean Rueckert","dean-rueckert-237665","Timpview","Provo, UT","Committed",1.37762800165695
"BYU",2026,"Will Openshaw","will-openshaw-284744","Timpview","Provo, UT","Committed",1.37762800165695
"BYU",2026,"Jake Wahlin","jake-wahlin-53927","Timpview","Provo, UT","Committed",1.37762800165695
"Cincinnati",2026,"Myles Colvin","myles-colvin-147269","Heritage Christian School","Indianapolis, IN","Committed",98.0263032754742
"Cincinnati",2026,"Riley Allenspach","riley-allenspach-155490","Providence Day School","Charlotte, NC","Committed",337.114637763815
"Cincinnati",2026,"Eric Mahaffey","eric-mahaffey-287293","Archbishop Moeller","Cincinnati, OH","Committed",2.07216342253474
"Cincinnati",2026,"Tylen Riley","tylen-riley-163252","Durango","Las Vegas, NV","Committed",1679.50421155591
"Colorado",2026,"Rider Portela","rider-portela-261534","Sunnyslope","Phoenix, AZ","Committed",589.139374979527
"Colorado",2026,"Justin Neely","justin-neely-69631","West Oaks Academy","Orlando, FL","Committed",1569.90792724482
"Houston",2026,"Arafan Diane","arafan-diane-241018","Iowa United Prep","Montreal, QC","Signed",1605.64960181823
"Houston",2026,"Dedan Thomas","dedan-thomas-150977","Liberty","Las Vegas, NV","Committed",1228.60994583609
"Houston",2026,"Corey Hadnot","corey-hadnot-151182","Cy Creek","Houston, TX","Committed",3.41307145619784
"Iowa State",2026,"Christian Wiggins","christian-wiggins-244187","Wayzata","Minneapolis, MN","Signed",204.811056554625
"Iowa State",2026,"Yusef Gray Jr.","yusef-gray-jr-237689","West Allis Central","Milwaukee, WI","Signed",300.411739300901
"Iowa State",2026,"Leon Bond","leon-bond-79020","Wauwatosa East","Milwaukee, WI","Committed",300.411739300901
"Iowa State",2026,"Jaquan Johnson","jaquan-johnson-286171","Pius XI","Milwaukee, WI","Committed",300.411739300901
"Kansas",2026,"Davion Adkins","davion-adkins-237682","Prolific Prep","Dallas, TX","Signed",435.498051477169
"Kansas",2026,"Trent Perry","trent-perry-179203","Link Academy","Frisco, TX","Signed",410.466191193552
"Kansas",2026,"Luke Barnett","luke-barnett-242295","Mater Dei","Santa Ana, CA","Signed",1304.91104057892
"Kansas",2026,"Keanu Dawes","keanu-dawes-150253","Stratford","Houston, TX","Committed",635.305055281748
"Kansas",2026,"Christian Reeves","christian-reeves-23126","Oak Hill Academy","Charlotte, NC","Committed",833.977594461265
"Kansas",2026,"Leroy Blyden Jr.","leroy-blyden-jr-245626","University Of Detroit Jesuit HS","Detroit, MI","Committed",680.578934902725
"Kansas State",2026,"Devin Hutcherson","devin-hutcherson-237674","Holy Innocents Episcopal School","Atlanta, GA","Committed",773.180022478124
"Kansas State",2026,"JT Rock","jt-rock-158749","Lincoln","Sioux Falls, SD","Committed",301.69660668239
"Kansas State",2026,"Pape N'Diaye","pape-ndiaye-235839","Trinity International Schools","Las Vegas, NV","Committed",1034.33607375504
"Kansas State",2026,"Montana Wheeler","montana-wheeler-236619","Houston Christian","Houston, TX","Committed",654.683727209834
"Oklahoma State",2026,"Latrell Allmond","latrell-allmond-156673","Petersburg","Richmond, VA","Signed",1088.085021766
"Oklahoma State",2026,"Jacob Walker","jacob-walker-286915","Sunrise Christian Academy","Memphis, TN","Committed",399.643678148293
"TCU",2026,"Trent Lincoln","trent-lincoln-283284","Wharton","Baltimore, MD","Committed",1242.33056685584
"TCU",2026,"Gavin Sykes","gavin-sykes-241655","Capital Christian","Sacramento, CA","Committed",1409.56472176003
"Texas Tech",2026,"Dakari Spear","dakari-spear-237715","Dynamic Prep","Dallas, TX","Signed",299.070820092056
"Texas Tech",2026,"Damarion Dennis","damarion-dennis-236025","Veterans Memorial","San Antonio, TX","Committed",349.70853547102
"UCF",2026,"Donovan Williams","donovan-williams-239409","Oak Hill Academy","Orlando, FL","Committed",11.7323085726228
"UCF",2026,"Jason Asemota","jason-asemota-150952","Hillcrest Prep","Lynn, MA","Committed",1116.15821941064
"UCF",2026,"Mister Dean","mister-dean-249606","Sunrise Christian Academy","Miami, FL","Committed",205.866162616454
"Utah",2026,"Styles Clemmons","styles-clemmons-280737","Overtime Elite","Virginia Beach, VA","Committed",1936.14508648061
"Utah",2026,"Taison Chatman","taison-chatman-109832","Totino-Grace","Minneapolis, MN","Committed",982.156131275956
"Utah",2026,"Malek Gomma","malek-gomma-250173","Elite Prep","Seattle, WA","Committed",701.438316028653
"Utah",2026,"Jackson Holcombe","jackson-holcombe-286173","Timpanogos","Charleston, SC","Committed",1838.79753650351
"Utah",2026,"TJ Burch","tj-burch-236028","Texas Alliance of Christian Athletes","Dallas, TX","Committed",996.814937971173
